objectid,ID,IGSID,title,CommodityList,CompanyList,longitude,latitude,DMSlon,DMSlat,WGS84lon,WGS84lat,q24k,q100k,q250k,plss,plssTOWNSHIP,plssRANGE,plssSECTION,plssQQSECTION,plssQSECTION,CountyName,SurfaceManagementAgency,FSAgencyName,OrangeNumber,ZIP,MiningDistrict,Placer,Underground,Surface,Drilled,Producer,Processing,LocationType,NameWeb,CommodityWeb,CompanyWeb,WebMercLon,WebMercLat,type,format,display_template,image_small,image_thumb,object_location
GR0021,4680,GR0021,Mikado Prospect,gold; silver; zirconium; titanium; black sand,,-116.03,45.51,"116° 02' 24.00792000"" W","45° 30' 37.41811200"" N",-116.04,45.51,Florence,Grangeville,Grangeville,25N 03E SWNW,25N,03E,13,SWNW,NW,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,208,83525,Florence,0,1,0,0,1,0,1,|Mikado Prospect|,|gold|silver|zirconium|titanium|black sand|,,-116.04,45.51,text,record,record,,,
GR0022,4681,GR0022,Wie Prospect,gold,,-116.04,45.5,"116° 02' 29.15599200"" W","45° 30' 32.48611200"" N",-116.04,45.5,Florence,Grangeville,Grangeville,25N 03E SWNW,25N,03E,13,SWNW,NW,Idaho,USFS;Nez Perce NF,Nez Perce NF,209,83525,Florence,0,1,0,0,0,0,0,|Wie Prospect|,|gold|,,-116.04,45.5,text,record,record,,,
GR0023,4682,GR0023,Montrose Prospect,gold; silver,,-116.03,45.5,"116° 02' 20.15570400"" W","45° 30' 30.32618400"" N",-116.03,45.5,Florence,Grangeville,Grangeville,25N 03E SWNW,25N,03E,13,SWNW,NW,Idaho,USFS;Nez Perce NF,Nez Perce NF,210,83525,Florence,0,1,0,0,1,0,0,|Montrose Prospect|,|gold|silver|,,-116.03,45.5,text,record,record,,,
GR0024,4683,GR0024,"Blossom Prospect, Blossum Prospect, Blossom Mine",gold; silver,,-116.03,45.5,"116° 02' 08.99541600"" W","45° 30' 31.40625600"" N",-116.03,45.5,Florence,Grangeville,Grangeville,25N 03E SENW,25N,03E,13,SENW,NW,Idaho,USFS;Nez Perce NF,Nez Perce NF,211,83525,Florence,0,1,0,0,1,1,0,|Blossom Prospect|Blossum Prospect|Blossom Mine|,|gold|silver|,,-116.03,45.5,text,record,record,,,
GR0025,4684,GR0025,Morning Sun Prospect,silver; gold,,-116.02,45.5,"116° 01' 45.99080400"" W","45° 30' 32.37840000"" N",-116.02,45.5,Florence,Grangeville,Grangeville,25N 03E SWNE,25N,03E,13,SWNE,NE,Idaho,USFS;Nez Perce NF,Nez Perce NF,213,83525,Florence,0,1,0,0,1,0,0,|Morning Sun Prospect|,|silver|gold|,,-116.02,45.5,text,record,record,,,
GR0026,4685,GR0026,Baboon Gulch Placer Mine,gold; silver,,-116.03,45.5,"116° 02' 02.87512800"" W","45° 30' 24.20632800"" N",-116.03,45.5,Florence,Grangeville,Grangeville,25N 03E NESW,25N,03E,13,NESW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,212,83525,Florence,1,0,0,0,1,0,0,|Baboon Gulch Placer Mine|,|gold|silver|,,-116.03,45.5,text,record,record,,,
GR0027,4686,GR0027,"Sand Creek Placer Mine, Homestake Claims",silver; gold,Granite Creek Dredging Company; Inc,-116,45.5,"116° 00' 35.03260800"" W","45° 30' 19.52701200"" N",-116,45.5,Florence,Grangeville,Grangeville,25N 04E NWSE,25N,04E,18,NWSE,SE,Idaho,USFS;Nez Perce NF,Nez Perce NF,215,83549,Florence,1,0,0,0,1,0,0,|Sand Creek Placer Mine|Homestake Claims|,|silver|gold|,|Granite Creek Dredging Company|Inc|,-116,45.5,text,record,record,,,
GR0028,4687,GR0028,"Gilt Edge Prospect, Gilt Edge Mine",gold,,-116.01,45.5,"116° 01' 12.97761600"" W","45° 30' 15.35076000"" N",-116.02,45.5,Florence,Grangeville,Grangeville,25N 04E NWSW,25N,04E,18,NWSW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,216,83549,Florence,1,1,0,0,1,1,0,|Gilt Edge Prospect|Gilt Edge Mine|,|gold|,,-116.02,45.5,text,record,record,,,
GR0029,4688,GR0029,Ozark Extension,gold,,-116.03,45.5,"116° 01' 52.07469600"" W","45° 30' 15.20647200"" N",-116.03,45.5,Florence,Grangeville,Grangeville,25N 03E NWSE,25N,03E,13,NWSE,SE,Idaho,USFS;Nez Perce NF,Nez Perce NF,,83525,Florence,0,1,0,0,0,0,0,|Ozark Extension|,|gold|,,-116.03,45.5,text,record,record,,,
GR0030,4689,GR0030,Jackpot Nos. 1 and 2,silver; gold; stone,,-116.02,45.5,"116° 01' 50.99462400"" W","45° 30' 10.52650800"" N",-116.03,45.5,Florence,Grangeville,Grangeville,25N 03E SWSE,25N,03E,13,SWSE,SE,Idaho,USFS;Nez Perce NF,Nez Perce NF,263,83525,Florence,0,0,0,0,1,0,0,|Jackpot Nos. 1 and 2|,|silver|gold|stone|,,-116.03,45.5,text,record,record,,,
GR0031,4690,GR0031,Six Ounce Gulch Prospect,gold,,-116.03,45.5,"116° 02' 21.95548800"" W","45° 30' 11.24625600"" N",-116.03,45.5,Florence,Grangeville,Grangeville,25N 03E SWSW,25N,03E,13,SWSW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,217,83525,Florence,0,0,0,0,0,0,0,|Six Ounce Gulch Prospect|,|gold|,,-116.03,45.5,text,record,record,,,
GR0032,4691,GR0032,"Waverly Mine and millsite, Monte Cristo Mining Company, Waverly Mining Company",silver; gold,Monte Cristo Mining Company; Waverly Mining Company,-116.04,45.5,"116° 02' 32.03574000"" W","45° 30' 08.76222000"" N",-116.04,45.5,Florence,Grangeville,Grangeville,25N 03E SWSW,25N,03E,13,SWSW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,218,83525,Florence,1,1,0,0,1,1,1,|Waverly Mine and millsite|Monte Cristo Mining Company|Waverly Mining Company|,|silver|gold|,|Monte Cristo Mining Company|Waverly Mining Company|,-116.04,45.5,text,record,record,,,
GR0033,4692,GR0033,Bull Run Prospect,gold,,-116.03,45.49,"116° 02' 17.99520000"" W","45° 29' 59.36636400"" N",-116.03,45.49,Kelly Mountain,Riggins,Grangeville,25N 03E SESW,25N,03E,13,SESW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,219,83525,Florence,0,0,0,0,0,0,0,|Bull Run Prospect|,|gold|,,-116.03,45.49,text,record,record,,,
GR0034,4693,GR0034,Florence,silver; gold,,-116.03,45.49,"116° 01' 54.95440800"" W","45° 29' 48.20658000"" N",-116.03,45.49,Kelly Mountain,Riggins,Grangeville,25N 03E NWNE,25N,03E,24,NWNE,NE,Idaho,USFS;Nez Perce NF,Nez Perce NF,214,83549,Florence,0,0,0,0,1,0,0,|Florence|,|silver|gold|,,-116.03,45.49,text,record,record,,,
GR0035,4694,GR0035,Queen of the West,,,-116.02,45.49,"116° 01' 30.83368800"" W","45° 29' 46.40679600"" N",-116.02,45.49,Kelly Mountain,Riggins,Grangeville,25N 03E NENE,25N,03E,24,NENE,NE,Idaho,USFS;Nez Perce NF,Nez Perce NF,221,83549,Florence,0,0,0,0,0,0,0,|Queen of the West|,,,-116.02,45.49,text,record,record,,,
GR0036,4695,GR0036,"Summit Creek Placer Mine, Submarine",gold,,-116.01,45.49,"116° 01' 08.58507600"" W","45° 29' 46.73094000"" N",-116.01,45.49,Kelly Mountain,Riggins,Grangeville,25N 04E SWNW,25N,04E,19,SWNW,NW,Idaho,USFS;Nez Perce NF,Nez Perce NF,222,83549,Florence,1,0,0,0,0,0,1,|Summit Creek Placer Mine|Submarine|,|gold|,,-116.01,45.49,text,record,record,,,
GR0037,4696,GR0037,Buttercup Placer Group Mine,gold; silver; peat,"Submarine Gold Placer and Quartz Mining Company
Submarine Gold Placer and Quartz Mining Company",-116.02,45.49,"116° 01' 36.95368800"" W","45° 29' 34.52679600"" N",-116.02,45.49,Kelly Mountain,Riggins,Grangeville,25N 03E SENE,25N,03E,24,SENE,NE,Idaho,USFS;Nez Perce NF,Nez Perce NF,223,83549,Florence,1,0,0,0,1,0,0,|Buttercup Placer Group Mine|,|gold|silver|peat|,"|Submarine Gold Placer and Quartz Mining Company
Submarine Gold Placer and Quartz Mining Company|",-116.02,45.49,text,record,record,,,
GR0038,4697,GR0038,Lily of the Valley Placer Mine,gold; silver; titanium; zirconium; black sand,,-116.01,45.49,"116° 01' 12.83293200"" W","45° 29' 29.48701200"" N",-116.02,45.49,Kelly Mountain,Riggins,Grangeville,25N 04E NWSW,25N,04E,19,NWSW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,,83549,Florence,1,0,0,0,1,0,0,|Lily of the Valley Placer Mine|,|gold|silver|titanium|zirconium|black sand|,,-116.02,45.49,text,record,record,,,
GR0039,4698,GR0039,White Sand Creek Placer Mine,gold; silver; titanium; black sand,,-116.04,45.49,"116° 02' 29.87527200"" W","45° 29' 42.44636400"" N",-116.04,45.49,Kelly Mountain,Riggins,Grangeville,25N 03E SWNW,25N,03E,24,SWNW,NW,Idaho,USFS;Nez Perce NF,Nez Perce NF,220,83525,Florence,1,0,0,0,1,0,0,|White Sand Creek Placer Mine|,|gold|silver|titanium|black sand|,,-116.04,45.49,text,record,record,,,
GR0040,4699,GR0040,Bayhorse,gold; silver,,-116.03,45.49,"116° 02' 17.99480400"" W","45° 29' 31.28650800"" N",-116.03,45.49,Kelly Mountain,Riggins,Grangeville,25N 03E NESW,25N,03E,24,NESW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,229,83549,Florence,0,1,0,0,0,0,0,|Bayhorse|,|gold|silver|,,-116.03,45.49,text,record,record,,,
GR0041,4700,GR0041,Hinckson and Bishop Prospect,gold; titanium; zirconium; rare-earths; thorium,,-116.04,45.49,"116° 02' 39.99141600"" W","45° 29' 32.36636400"" N",-116.04,45.49,Kelly Mountain,Riggins,Grangeville,25N 03E NESE,25N,03E,23,NESE,SE,Idaho,USFS;Nez Perce NF,Nez Perce NF,228,83525,Florence,1,0,0,0,0,0,0,|Hinckson and Bishop Prospect|,|gold|titanium|zirconium|rare-earths|thorium|,,-116.04,45.49,text,record,record,,,
GR0042,4701,GR0042,French Creek Placer Mine,silver; gold,,-116.05,45.48,"116° 03' 09.83613600"" W","45° 29' 23.36618400"" N",-116.05,45.48,Kelly Mountain,Riggins,Grangeville,25N 03E NWSE,25N,03E,23,NWSE,SE,Idaho,USFS;Nez Perce NF,Nez Perce NF,227,83525,Florence,1,0,0,0,1,0,0,|French Creek Placer Mine|,|silver|gold|,,-116.05,45.48,text,record,record,,,
GR0043,4702,GR0043,"Elkhorn Prospect, Elkhorn Mine",gold,,-116.05,45.49,"116° 03' 29.99692800"" W","45° 29' 38.37796800"" N",-116.05,45.49,Kelly Mountain,Riggins,Grangeville,25N 03E SENW,25N,03E,23,SENW,NW,Idaho,USFS;Nez Perce NF,Nez Perce NF,226,83525,Florence,0,1,0,0,0,0,0,|Elkhorn Prospect|Elkhorn Mine|,|gold|,,-116.05,45.49,text,record,record,,,
GR0044,4703,GR0044,Black Bear Mine,silver; gold,,-116.06,45.49,"116° 03' 51.99343200"" W","45° 29' 31.35782400"" N",-116.06,45.49,Kelly Mountain,Riggins,Grangeville,25N 03E NWSW,25N,03E,23,NWSW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,225,83525,Florence,0,1,0,0,0,0,0,|Black Bear Mine|,|silver|gold|,,-116.06,45.49,text,record,record,,,
GR0045,4704,GR0045,"Lost Meadows and Bitterroot Placer, Hi Yu Placer, Bitterroot Placer",gold; silver,,-116.03,45.48,"116° 02' 24.83469600"" W","45° 29' 12.20658000"" N",-116.04,45.48,Kelly Mountain,Riggins,Grangeville,25N 03E SWSW,25N,03E,24,SWSW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,230,83549,Florence,1,0,0,0,1,0,0,|Lost Meadows and Bitterroot Placer|Hi Yu Placer|Bitterroot Placer|,|gold|silver|,,-116.04,45.48,text,record,record,,,
GR0046,4705,GR0046,"U. S. Mine, Queen of the East",gold,,-116.03,45.48,"116° 02' 08.67033600"" W","45° 29' 18.93865200"" N",-116.03,45.48,Kelly Mountain,Riggins,Grangeville,25N 03E SESW,25N,03E,24,SESW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,231,83549,Florence,0,1,0,0,0,0,0,|U. S. Mine|Queen of the East|,|gold|,,-116.03,45.48,text,record,record,,,
GR0047,4706,GR0047,Healy Creek Placer Mine,gold,Bunker Hill and Sullivan Mining and Concentrating Company,-116.04,45.47,"116° 02' 52.51909200"" W","45° 28' 45.92650800"" N",-116.04,45.47,Kelly Mountain,Riggins,Grangeville,25N 03E SENE,25N,03E,26,SENE,NE,Idaho,USFS;Nez Perce NF,Nez Perce NF,232,83549,Florence,1,0,0,0,0,0,1,|Healy Creek Placer Mine|,|gold|,|Bunker Hill and Sullivan Mining and Concentrating Company|,-116.04,45.47,text,record,record,,,
GR0048,4707,GR0048,"Red Bird Prospect, Red Bird Mine",gold,,-116.05,45.48,"116° 03' 19.98824400"" W","45° 29' 11.37818400"" N",-116.05,45.48,Kelly Mountain,Riggins,Grangeville,25N 03E SESW,25N,03E,23,SESW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,233,83525,Florence,1,0,0,0,0,0,0,|Red Bird Prospect|Red Bird Mine|,|gold|,,-116.05,45.48,text,record,record,,,
GR0049,4708,GR0049,"Hi Yu Prospect, Hi-Yu, Hiyu, Hi You, Washington",silver; gold,,-116.03,45.48,"116° 02' 25.08658800"" W","45° 29' 04.39461600"" N",-116.04,45.48,Kelly Mountain,Riggins,Grangeville,25N 03E NWNW,25N,03E,25,NWNW,NW,Idaho,USFS;Nez Perce NF,Nez Perce NF,239,83549,Florence,1,1,0,0,1,1,1,|Hi Yu Prospect|Hi-Yu|Hiyu|Hi You|Washington|,|silver|gold|,,-116.04,45.48,text,record,record,,,
GR0050,4709,GR0050,Black Sand Creek Mine,gold; silver,,-116.03,45.48,"116° 02' 12.95408400"" W","45° 28' 52.40676000"" N",-116.03,45.48,Kelly Mountain,Riggins,Grangeville,25N 03E SENW,25N,03E,25,SENW,NW,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,240,83549,Florence,0,0,0,0,1,0,0,|Black Sand Creek Mine|,|gold|silver|,,-116.03,45.48,text,record,record,,,
GR0051,4710,GR0051,"Banner Prospect, Gold Cross, Esmeralda, Banner Mine",gold; silver,Florence Gold Mining and Tunnel Company,-116.03,45.48,"116° 02' 05.68194000"" W","45° 28' 57.33879600"" N",-116.03,45.48,Kelly Mountain,Riggins,Grangeville,25N 03E NENW,25N,03E,25,NENW,NW,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,241,83549,Florence,0,1,0,0,1,1,1,|Banner Prospect|Gold Cross|Esmeralda|Banner Mine|,|gold|silver|,|Florence Gold Mining and Tunnel Company|,-116.03,45.48,text,record,record,,,
GR0052,4711,GR0052,"Gold Bug Mine, Gold Cross, Little Chief, Golconda, Mystery, Fraction, Independence",gold; silver; tellurium,Gold Cross Mining Company,-116.03,45.47,"116° 02' 14.28597600"" W","45° 28' 44.23479600"" N",-116.03,45.47,Kelly Mountain,Riggins,Grangeville,25N 03E SENW,25N,03E,25,SENW,NW,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,242,83549,Florence,0,1,0,0,1,0,1,|Gold Bug Mine|Gold Cross|Little Chief|Golconda|Mystery|Fraction|Independence|,|gold|silver|tellurium|,|Gold Cross Mining Company|,-116.03,45.47,text,record,record,,,
GR0053,4712,GR0053,Grouse Creek Placer,silver; gold; vanadium; uranium; monazite; rare-earths,,-116,45.47,"116° 00' 23.15077200"" W","45° 28' 38.36766000"" N",-116,45.47,Kelly Mountain,Riggins,Grangeville,25N 04E NESE,25N,04E,30,NESE,SE,Idaho,USFS;Nez Perce NF,Nez Perce NF,243,83549,Florence,1,0,0,0,1,0,0,|Grouse Creek Placer|,|silver|gold|vanadium|uranium|monazite|rare-earths|,,-116,45.47,text,record,record,,,
GR0054,4713,GR0054,"Lone Pine Mine, Holmadge",,,-116.05,45.48,"116° 03' 18.72788400"" W","45° 28' 49.56229200"" N",-116.05,45.48,Kelly Mountain,Riggins,Grangeville,25N 03E SENW,25N,03E,26,SENW,NW,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,234,83525,Florence,0,1,0,0,1,1,0,|Lone Pine Mine|Holmadge|,,,-116.05,45.48,text,record,record,,,
GR0055,4714,GR0055,"Mother Lode Mine, Lone Pine Mine, Holmadge",gold,,-116.05,45.47,"116° 03' 24.99195600"" W","45° 28' 41.35429200"" N",-116.05,45.47,Kelly Mountain,Riggins,Grangeville,25N 03E SENW,25N,03E,26,SENW,NW,Idaho,PRIVATE;Nez Perce NF,Nez Perce NF,235,83542,Florence,0,1,0,0,0,0,0,|Mother Lode Mine|Lone Pine Mine|Holmadge|,|gold|,,-116.05,45.47,text,record,record,,,
GR0056,4715,GR0056,"Poorman Mine, Sun Daun, Sun Dawn, Sundown, Sundown Mine",gold; silver,,-116.06,45.47,"116° 03' 41.40820800"" W","45° 28' 28.28625600"" N",-116.06,45.47,Kelly Mountain,Riggins,Grangeville,25N 03E NWSW,25N,03E,26,NWSW,SW,Idaho,USFS;Nez Perce NF,Nez Perce NF,237,83542,Florence,0,1,0,0,0,0,0,|Poorman Mine|Sun Daun|Sun Dawn|Sundown|Sundown Mine|,|gold|silver|,,-116.06,45.47,text,record,record,,,
GR0059,4716,GR0059,Little Cow Creek Placer Mine,gold; silver,,-116.05,45.46,"116° 03' 09.83505600"" W","45° 28' 10.28658000"" N",-116.05,45.46,Kelly Mountain,Riggins,Grangeville,25N 03E NWNE,25N,03E,35,NWNE,NE,Idaho,USFS;Nez Perce NF,Nez Perce NF,238,83542,Florence,1,0,0,0,1,0,0,|Little Cow Creek Placer Mine|,|gold|silver|,,-116.05,45.46,text,record,record,,,
GR0060,4717,GR0060,Yakima Prospect,gold; silver,,-116.02,45.45,"116° 01' 43.71999600"" W","45° 27' 27.05144400"" N",-116.02,45.45,Kelly Mountain,Riggins,Grangeville,25N 03E SWSE,25N,03E,36,SWSE,SE,Idaho,USFS;Nez Perce NF,Nez Perce NF,244,83549,Florence,0,1,0,0,1,0,0,|Yakima Prospect|,|gold|silver|,,-116.02,45.45,text,record,record,,,
GR0061,4718,GR0061,Cache Creek Rapids Adit,silver; gold; copper,,-116.9,45.98,"116° 54' 14.98975200"" W","45° 59' 17.21432400"" N",-116.9,45.98,Jim Creek Butte,Grangeville,Grangeville,31N 05W SWNE,31N,05W,36,SWNE,NE,Nez Perce,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,2,83501,,0,1,0,0,0,0,0,|Cache Creek Rapids Adit|,|silver|gold|copper|,,-116.9,45.98,text,record,record,,,
GR0062,4719,GR0062,Yellowboy Mine,gold; silver,,-116.88,45.97,"116° 53' 20.98770000"" W","45° 58' 44.45486400"" N",-116.88,45.97,Jim Creek Butte,Grangeville,Grangeville,31N 04W SWSW,31N,04W,31,SWSW,SW,Nez Perce,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,1,83501,,0,1,0,0,0,0,0,|Yellowboy Mine|,|gold|silver|,,-116.88,45.97,text,record,record,,,
GR0063,4720,GR0063,"Little Cougar Creek Adit, Riggs Quarry",silver; gold; copper,,-116.88,45.96,"116° 53' 10.18683600"" W","45° 58' 08.45511600"" N",-116.88,45.96,Jim Creek Butte,Grangeville,Grangeville,30N 04W SWNW,30N,04W,6,SWNW,NW,Nez Perce,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,3,83501,,0,1,0,0,0,0,0,|Little Cougar Creek Adit|Riggs Quarry|,|silver|gold|copper|,,-116.88,45.96,text,record,record,,,
GR0064,4721,GR0064,Cottonwood Creek Adit,silver; gold; copper,,-116.86,45.94,"116° 52' 08.98363200"" W","45° 56' 32.33601600"" N",-116.86,45.94,Wapshilla Creek,Grangeville,Grangeville,30N 04W SENE,30N,04W,18,SENE,NE,Nez Perce,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,4,83501,,0,1,0,0,0,0,0,|Cottonwood Creek Adit|,|silver|gold|copper|,,-116.86,45.94,text,record,record,,,
GR0065,4722,GR0065,Redmond Placer,gold; silver,,-116.73,45.9,"116° 44' 26.00869200"" W","45° 54' 31.38008400"" N",-116.74,45.9,Rattlesnake Ridge,Grangeville,Grangeville,30N 03W NWSW,30N,03W,29,NWSW,SW,Nez Perce,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83501,,1,0,0,0,1,0,0,|Redmond Placer|,|gold|silver|,,-116.74,45.9,text,record,record,,,
GR0066,4723,GR0066,Julian Placer,gold; silver,,-116.72,45.9,"116° 43' 47.12739600"" W","45° 54' 17.34044400"" N",-116.72,45.9,Rattlesnake Ridge,Grangeville,Grangeville,30N 03W SWSE,30N,03W,29,SWSE,SE,Idaho,PRIVATE;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83522,,1,0,0,0,1,0,0,|Julian Placer|,|gold|silver|,,-116.72,45.9,text,record,record,,,
GR0067,4724,GR0067,Copper Springs Prospect,silver; copper; zinc,Copper Spring Mines; Sunshine Mining Company,-116.74,45.87,"116° 44' 42.92750400"" W","45° 52' 43.38048000"" N",-116.74,45.87,Rattlesnake Ridge,Grangeville,Grangeville,29N 03W NESE,29N,03W,6,NESE,SE,Nez Perce,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,20,83501,,0,0,1,1,0,0,0,|Copper Springs Prospect|,|silver|copper|zinc|,|Copper Spring Mines|Sunshine Mining Company|,-116.74,45.87,text,record,record,,,
GR0068,4725,GR0068,First Creek Adit,,,-116.79,45.87,"116° 48' 00.21261600"" W","45° 52' 13.49914800"" N",-116.8,45.87,Deadhorse Ridge,Grangeville,Grangeville,29N 04W NWNW,29N,04W,11,NWNW,NW,Nez Perce,STATEFG;DEPT. OF F. & G.;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83501,,0,0,0,0,0,0,0,|First Creek Adit|,,,-116.8,45.87,text,record,record,,,
GR0069,4726,GR0069,Copper Springs,silver; copper,,-116.75,45.86,"116° 45' 22.16779200"" W","45° 51' 49.38044400"" N",-116.75,45.86,Deadhorse Ridge,Grangeville,Grangeville,29N 03W NESW,29N,03W,7,NESW,SW,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,23,83522,,0,0,0,0,1,0,0,|Copper Springs|,|silver|copper|,,-116.75,45.86,text,record,record,,,
GR0070,4727,GR0070,Salmon Bar,copper; lead,,-116.78,45.86,"116° 47' 08.01060000"" W","45° 51' 37.49972400"" N",-116.78,45.86,Deadhorse Ridge,Grangeville,Grangeville,29N 04W SESE,29N,04W,11,SESE,SE,Nez Perce,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,21,83501,,0,1,0,0,0,0,0,|Salmon Bar|,|copper|lead|,,-116.78,45.86,text,record,record,,,
GR0071,4728,GR0071,"Pullman Prospect, Salmon River Prospect Quartz Claims",gold; silver; copper,Pullman Mining and Milling Company,-116.79,45.85,"116° 47' 32.92299600"" W","45° 51' 18.27561600"" N",-116.79,45.85,Deadhorse Ridge,Grangeville,Grangeville,29N 04W SWNE,29N,04W,14,SWNE,NE,Nez Perce,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,22,83522,,0,1,0,0,1,0,1,|Pullman Prospect|Salmon River Prospect Quartz Claims|,|gold|silver|copper|,|Pullman Mining and Milling Company|,-116.79,45.85,text,record,record,,,
GR0072,4729,GR0072,Pullman Gulch Prospect,,,-116.78,45.84,"116° 47' 08.00998800"" W","45° 50' 59.33990400"" N",-116.78,45.84,Deadhorse Ridge,Grangeville,Grangeville,29N 04W NESE,29N,04W,14,NESE,SE,Idaho,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,,83522,,0,0,0,0,0,0,0,|Pullman Gulch Prospect|,,,-116.78,45.84,text,record,record,,,
GR0073,4730,GR0073,Lower Sheep Rapids Shaft,,,-116.78,45.84,"116° 47' 02.96959200"" W","45° 50' 42.42001200"" N",-116.78,45.84,Deadhorse Ridge,Grangeville,Grangeville,29N 04W SESE,29N,04W,14,SESE,SE,Idaho,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,,83522,,0,0,0,0,0,0,0,|Lower Sheep Rapids Shaft|,,,-116.78,45.84,text,record,record,,,
GR0074,4731,GR0074,Mountain Sheep Prospect,,,-116.78,45.83,"116° 47' 08.00912400"" W","45° 50' 01.38019200"" N",-116.78,45.83,Deadhorse Ridge,Grangeville,Grangeville,29N 04W SESE,29N,04W,23,SESE,SE,,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,,83522,,0,0,0,0,0,0,0,|Mountain Sheep Prospect|,,,-116.78,45.83,text,record,record,,,
GR0075,4732,GR0075,Bear Rapids Adit,,,-116.77,45.82,"116° 46' 51.08833200"" W","45° 49' 42.30040800"" N",-116.78,45.82,Deadhorse Ridge,Grangeville,Grangeville,29N 04W NWNW,29N,04W,25,NWNW,NW,,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,,83522,,0,0,0,0,0,0,0,|Bear Rapids Adit|,,,-116.78,45.82,text,record,record,,,
GR0076,4733,GR0076,Divide Creek Prospect,iron; silver; gold; copper; lead,,-116.74,45.83,"116° 44' 33.92473200"" W","45° 50' 00.30134400"" N",-116.74,45.83,Cactus Mountain,Grangeville,Grangeville,29N 03W SESE,29N,03W,19,SESE,SE,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,191,83522,,0,0,0,0,0,0,0,|Divide Creek Prospect|,|iron|silver|gold|copper|lead|,,-116.74,45.83,text,record,record,,,
GR0077,4734,GR0077,Imnaha Rapids Adit,zinc; copper,,-116.77,45.82,"116° 46' 20.12710800"" W","45° 49' 18.18076800"" N",-116.77,45.82,Deadhorse Ridge,Grangeville,Grangeville,,,,,,,,,,24,,,0,1,0,0,0,0,0,|Imnaha Rapids Adit|,|zinc|copper|,,-116.77,45.82,text,record,record,,,
GR0078,4735,GR0078,Divide Rapids Prospect,silver; iron; gold; copper,,-116.74,45.82,"116° 45' 03.08484000"" W","45° 49' 13.50134400"" N",-116.75,45.82,Deadhorse Ridge,Grangeville,Grangeville,29N 03W NWSE,29N,03W,30,NWSE,SE,,USFS;Wallowa-Whitman NF,Wallowa-Whitman NF,25,83522,,0,0,0,0,0,0,0,|Divide Rapids Prospect|,|silver|iron|gold|copper|,,-116.75,45.82,text,record,record,,,
GR0079,4736,GR0079,Grubstake,gold; silver,,-116.56,45.98,"116° 33' 53.11508400"" W","45° 59' 09.30354000"" N",-116.56,45.98,Boles,Grangeville,Grangeville,31N 02W SWNE,31N,02W,34,SWNE,NE,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83522,,0,0,0,0,1,0,0,|Grubstake|,|gold|silver|,,-116.56,45.98,text,record,record,,,
GR0080,4737,GR0080,"Hard Graft Placer, Burn Creek Placer",silver; gold,,-116.54,45.97,"116° 32' 31.03209600"" W","45° 58' 27.18433200"" N",-116.54,45.97,Boles,Grangeville,Grangeville,30N 02W NWNE,30N,02W,2,NWNE,NE,Idaho,BLM;IDL-Craig Mountain FPD,IDL-Craig Mountain FPD,,83522,,1,0,0,0,1,0,0,|Hard Graft Placer|Burn Creek Placer|,|silver|gold|,,-116.54,45.97,text,record,record,,,
